,price,year,transmission,mileage,fuelType,tax,mpg,engineSize,model
5045,16990,2,1,13043,0,145,64.2,1.5,3
5103,12990,3,1,18882,0,30,64.2,1.5,3
5104,13070,3,1,17130,1,160,45.6,1.5,3
5112,16310,2,1,15786,0,145,54.3,2,3
5123,9791,5,1,33960,0,125,53.3,2,3
5138,17790,4,0,4618,1,235,38.2,1.5,3
5147,12720,3,1,41116,0,125,60.1,2,3
5158,12151,3,1,25621,0,150,64.2,1.5,3
5162,12097,3,1,31001,0,30,64.2,1.5,3
5180,14998,3,1,37838,0,145,64.2,1.5,3
5196,14291,3,0,40600,1,145,38.2,1.5,3
5209,16290,3,0,15344,1,235,38.2,1.5,3
5224,16291,2,1,31001,0,145,64.2,1.5,3
5228,15850,3,0,25410,0,145,54.3,2,3
5233,13991,3,1,27909,0,145,64.2,1.5,3
5235,15781,2,1,15709,0,145,60.1,2,3
5251,15298,2,1,38318,0,145,54.3,2,3
5255,14540,3,1,15869,0,145,64.2,1.5,3
5262,12870,3,1,16303,0,30,64.2,1.5,3
5302,13499,3,1,31697,0,125,60.1,2,3
5306,11295,5,1,9623,0,125,60.1,2,3
5319,20491,1,1,15088,0,145,39.2,2,3
5346,12220,3,1,52632,0,145,60.1,2,3
5355,14190,3,1,28478,0,145,60.1,2,3
5371,14450,3,1,12109,1,165,45.6,1.5,3
5382,21700,1,1,18612,0,145,47.9,2,3
5395,15995,1,1,16697,0,145,54.3,1.5,3
5404,19795,1,1,10188,0,145,47.9,2,3
5409,18890,1,1,740,0,145,54.3,1.5,3
5410,18995,1,1,11399,1,150,39.2,1.5,3
5421,16971,1,1,3653,1,150,34.4,1.5,3
5425,14232,4,1,17118,1,160,45.6,1.5,3
5426,12271,3,1,42459,0,150,54.3,2,3
5427,14995,3,1,17453,0,150,64.2,1.5,3
5438,9991,5,1,35000,0,125,60.1,2,3
5444,8991,6,0,56101,1,260,36.7,1.6,3
5466,10465,3,1,67339,0,30,64.2,1.5,3
5491,21290,1,1,4502,0,145,39.2,2,3
5509,12470,5,1,62284,0,145,54.3,2,3
5527,11290,4,1,25816,0,125,60.1,2,3
5531,17740,1,1,12120,0,145,45.6,1.5,3
5540,16990,2,1,24959,1,145,45.6,1.5,3
5571,19995,3,1,17200,0,145,54.3,2,3
5606,12491,3,1,32457,0,145,64.2,1.5,3
5628,14430,4,1,15969,1,160,45.6,1.5,3
5643,16900,3,1,20070,0,145,64.2,1.5,3
5649,13800,3,1,24510,0,145,64.2,1.5,3
5650,15800,3,1,14079,0,150,64.2,1.5,3
5651,19730,1,1,7006,0,145,47.9,2,3
5656,22491,1,0,1071,1,145,29.1,1.5,3
5662,15890,4,0,10644,0,145,52.3,2,3
5665,11490,4,1,24326,0,125,60.1,2,3
5668,14500,3,1,34938,0,145,54.3,2,3
5670,18500,2,1,2732,0,145,47.9,2,3
5673,16700,3,1,9647,0,145,60.1,2,3
5677,18700,1,1,15925,0,145,36.7,2,3
5680,16995,3,1,13457,0,145,60.1,2,3
5682,19000,1,1,14429,0,145,47.9,2,3
5684,14000,3,1,18691,0,30,64.2,1.5,3
5696,9980,7,1,46635,0,200,47.9,2,3
5698,10995,7,1,41829,0,200,47.9,2,3
5728,16070,3,1,24630,0,145,54.3,2,3
5734,14270,3,1,20401,0,125,60.1,2,3
5753,13500,5,1,39578,0,150,54.3,2,3
5763,16891,1,1,29425,0,150,54.3,1.5,3
5775,8800,6,1,63615,0,145,53.3,2,3
5793,16000,3,1,26685,0,150,60.1,2,3
5798,17000,2,0,15524,0,145,58.9,1.5,3
5805,12046,3,1,23926,0,30,64.2,1.5,3
5812,17500,3,1,11115,0,145,54.3,2,3
5818,12690,3,1,43503,0,145,60.1,2,3
5823,16390,2,1,11807,0,150,60.1,2,3
5824,10571,6,1,47433,0,205,47.9,2,3
5840,13241,5,1,55362,0,145,54.3,2,3
5853,11550,4,1,29888,0,145,54.3,2,3
5858,21000,1,1,4944,0,145,47.9,2,3
5867,14998,3,1,16595,1,145,45.6,1.5,3
5869,10498,5,1,52952,0,125,60.1,2,3
5870,18998,1,1,13718,1,145,35.3,1.5,3
5886,14380,3,1,11581,0,145,64.2,1.5,3
5893,15441,2,1,15960,0,150,54.3,1.5,3
5895,9991,5,1,31322,0,125,60.1,2,3
5904,17131,3,1,13667,0,145,60.1,2,3
5912,13297,4,0,26587,1,235,38.2,1.5,3
5927,21590,1,1,6688,0,145,39.2,2,3
5937,18500,1,1,2100,0,150,38.2,2,3
5940,17991,1,1,3961,0,150,45.6,1.5,3
5953,18000,1,1,7698,0,150,38.2,2,3
5960,14000,3,1,20333,0,150,64.2,1.5,3
5961,14795,3,1,42917,0,125,60.1,2,3
5963,13100,3,1,34333,0,125,60.1,2,3
5970,15000,2,1,13805,0,145,64.2,1.5,3
5988,17990,3,1,30842,0,150,54.3,2,3
5999,11998,4,0,20010,1,235,38.2,1.5,3
6000,16790,2,1,7714,1,145,45.6,1.5,3
6009,12295,3,1,41181,0,30,64.2,1.5,3
6027,17990,3,1,10850,0,125,60.1,2,3
6028,17990,2,1,30875,0,145,54.3,2,3
6051,10950,6,1,40666,0,160,47.9,2,3
6057,19999,1,1,3457,1,145,35.3,1.5,3
6064,19999,1,1,4178,1,145,35.3,1.5,3
6072,18499,2,1,4510,0,145,54.3,1.5,3
6074,14500,3,1,47233,0,145,54.3,2,3
6076,22000,1,1,153,0,145,47.9,2,3
6086,15999,2,1,31365,0,145,60.1,2,3
6090,18000,1,1,4850,0,145,47.9,2,3
6095,14999,2,1,46140,0,145,64.2,1.5,3
6096,18499,1,1,9502,0,145,38.2,2,3
6106,15985,3,1,16729,0,150,60.1,2,3
6113,18998,2,1,7395,1,150,39.2,1.5,3
6114,14298,3,1,50736,0,150,54.3,2,3
6116,19498,1,1,9347,1,145,39.2,1.5,3
6117,13298,3,1,19322,0,30,64.2,1.5,3
6132,17499,1,1,6351,0,145,45.6,1.5,3
6136,14999,3,1,16620,0,125,60.1,2,3
6139,13999,3,1,25594,0,145,64.2,1.5,3
6148,16695,2,1,20026,0,145,54.3,1.5,3
6167,16499,3,1,17802,0,145,60.1,2,3
6175,13785,3,1,21338,0,30,64.2,1.5,3
6186,17999,2,0,19273,1,145,31,1.5,3
6192,16790,2,1,10403,0,145,54.3,2,3
6196,12300,5,1,46249,0,125,60.1,2,3
6204,13999,4,1,33608,0,125,60.1,2,3
6225,17580,1,1,10407,0,145,38.2,2,3
6228,7991,7,1,76919,0,145,53.3,2,3
6237,18250,1,1,15742,0,145,54.3,1.5,3
6240,14500,4,1,25724,0,145,54.3,2,3
6246,16000,3,1,16988,0,145,64.2,1.5,3
6275,17990,1,1,12009,1,145,39.2,1.5,3
6276,18990,1,1,11013,0,145,36.7,2,3
6289,19500,2,1,24509,0,150,54.3,2,3
6314,15150,5,0,8403,1,235,38.2,1.5,3
6321,22991,2,1,11671,0,150,39.2,2,3
6322,15750,2,1,19254,0,150,60.1,2,3
6334,15890,3,1,36102,0,145,54.3,2,3
6344,10620,5,1,81547,0,145,54.3,2,3
6345,14180,3,1,29000,0,150,60.1,2,3
6350,11995,6,0,40221,1,235,38.2,1.5,3
6353,18500,1,1,9306,0,145,45.6,1.5,3
6361,14990,3,1,11675,0,145,60.1,2,3
6364,15450,2,1,11812,0,145,60.1,2,3
6372,15495,2,1,14131,0,145,60.1,2,3
6373,15800,2,1,24427,0,145,54.3,1.5,3
6374,14500,3,1,19693,0,30,64.2,1.5,3
6388,21200,1,1,5596,1,145,35.3,1.5,3
6393,14440,3,1,19864,0,125,60.1,2,3
6399,14450,3,1,25038,0,150,60.1,2,3
6412,18985,1,1,9965,1,145,35.3,1.5,3
6414,19750,1,0,1000,1,145,28.8,1.5,3
6429,20450,1,1,2000,0,145,38.2,2,3
6434,18000,1,1,15269,0,145,38.2,2,3
6443,14995,3,1,21615,0,125,60.1,2,3
6479,15000,3,1,41100,0,125,60.1,2,3
6508,12500,5,1,66675,0,145,54.3,2,3
6511,16000,2,1,11089,0,145,64.2,1.5,3
6548,14699,3,1,33717,0,125,60.1,2,3
6561,16789,2,1,9748,0,145,64.2,1.5,3
6562,21664,1,1,45,1,145,35.3,1.5,3
6569,17995,2,1,4034,1,145,39.2,1.5,3
6585,11450,4,1,51538,0,150,54.3,2,3
6628,18999,1,1,7663,0,145,54.3,1.5,3
6647,15600,4,1,21515,0,125,60.1,2,3
6653,13800,3,1,11161,1,160,45.6,1.5,3
6654,16900,2,1,3736,0,145,64.2,1.5,3
6660,15999,3,1,25119,0,125,60.1,2,3
6663,14491,2,1,31569,0,145,54.3,1.5,3
6674,15900,3,1,25276,0,145,54.3,2,3
6676,14900,3,1,18743,0,125,60.1,2,3
6685,19400,1,1,9154,1,145,39.2,1.5,3
6687,12800,3,1,22865,0,30,64.2,1.5,3
6703,13600,3,1,11744,0,30,64.2,1.5,3
6735,14495,3,1,18990,0,145,64.2,1.5,3
6751,17995,1,1,10701,1,145,39.2,1.5,3
6756,16998,3,1,24947,0,125,60.1,2,3
6759,14998,3,1,12644,0,30,64.2,1.5,3
6760,11998,3,1,31308,0,30,64.2,1.5,3
6772,9999,7,1,55425,0,200,47.9,2,3
6774,14999,3,1,23735,0,145,64.2,1.5,3
6782,14241,3,1,26134,0,145,60.1,2,3
6791,15500,3,1,23735,0,150,64.2,1.5,3
6792,16998,2,1,14148,0,145,64.2,1.5,3
6801,15999,3,1,24000,0,145,60.1,2,3
6812,18999,2,1,10700,0,145,64.2,1.5,3
6819,9999,6,1,50999,0,145,53.3,2,3
6840,18998,3,1,15383,0,145,60.1,2,3
6864,16998,3,1,17757,0,145,64.2,1.5,3
6891,18600,2,1,13032,0,145,47.9,2,3
6906,13698,3,1,35832,0,125,60.1,2,3
6915,16900,3,1,26480,0,145,54.3,2,3
6936,17500,1,1,12270,0,150,45.6,1.5,3
6937,15990,3,1,21734,0,145,60.1,2,3
6964,19495,1,1,18601,1,145,35.3,1.5,3
7000,16500,2,1,22700,0,150,64.2,1.5,3
7006,15995,2,1,14748,0,145,64.2,1.5,3
7007,14000,5,1,44661,0,145,54.3,2,3
7009,20000,1,1,5529,1,145,39.2,1.5,3
7021,15750,3,1,26323,0,145,54.3,2,3
7064,15495,2,1,36091,1,145,45.6,1.5,3
7068,12890,5,1,45980,0,150,54.3,2,3
7074,20000,1,0,7597,1,150,28.8,1.5,3
7082,13991,5,1,33542,0,150,54.3,2,3
7086,11608,3,1,52685,0,145,54.3,2,3
7092,8781,7,1,74000,0,200,47.9,2,3
7109,17695,3,1,19543,0,145,54.3,2,3
7120,20140,1,0,6200,0,145,47.9,2,3
7136,14995,2,1,27750,1,145,45.6,1.5,3
7139,13995,3,1,25916,0,145,60.1,2,3
7151,10795,3,1,61262,0,30,64.2,1.5,3
7164,9495,6,1,62317,0,125,60.1,2,3
7177,17990,1,1,12666,0,145,47.9,2,3
7180,15498,3,1,32848,0,125,60.1,2,3
7185,18995,1,1,100,0,145,54.3,1.5,3
7197,8490,7,1,58885,0,205,47.9,2,3
7208,20998,1,1,3224,1,145,35.3,1.5,3
7227,13998,2,1,30448,0,145,64.2,1.5,3
7234,18000,1,1,12948,0,145,38.2,2,3
7268,16000,2,1,23931,0,145,64.2,1.5,3
7278,15695,2,1,19182,0,145,64.2,1.5,3
7282,12998,5,1,16365,0,125,60.1,2,3
7306,16498,3,1,28079,0,150,54.3,2,3
7309,14000,3,1,11500,0,30,64.2,1.5,3
7319,13200,3,1,25220,0,30,64.2,1.5,3
7329,11299,4,1,20500,0,125,60.1,2,3
7331,12999,5,1,22500,0,125,60.1,2,3
7333,13999,3,1,29673,0,30,64.2,1.5,3
7335,9999,7,1,67890,0,145,53.3,2,3
7336,16499,4,0,24739,1,235,38.2,1.5,3
7348,13850,3,1,38442,0,150,54.3,2,3
7365,17795,2,1,17530,0,145,60.1,2,3
7373,18999,3,1,10275,0,150,54.3,2,3
7374,16999,2,1,32713,0,145,54.3,2,3
7382,16295,3,1,28667,0,125,60.1,2,3
7387,17495,1,1,14173,0,145,38.2,2,3
7417,13499,5,1,36278,0,150,54.3,2,3
7440,18295,2,1,9997,0,145,54.3,1.5,3
7441,18995,2,1,7624,0,145,54.3,1.5,3
7442,18495,2,1,11435,0,145,54.3,1.5,3
7456,12489,5,1,52942,0,145,54.3,2,3
7457,8000,7,1,69878,0,145,53.3,2,3
7484,8260,7,1,54766,0,200,47.9,2,3
7499,11500,6,1,38755,0,145,53.3,2,3
7504,14498,3,1,19106,0,145,64.2,1.5,3
7518,17998,2,1,12305,1,150,45.6,1.5,3
7519,16798,3,1,13804,0,125,60.1,2,3
7523,12200,6,0,35180,1,260,36.7,1.6,3
7524,9241,5,1,46727,0,125,60.1,2,3
7539,22470,1,0,6511,0,145,42.2,2,3
7541,16798,3,1,35667,0,145,54.3,2,3
7551,18995,2,1,13890,0,145,54.3,2,3
7554,19298,1,1,12369,1,145,39.2,1.5,3
7573,11051,3,1,34445,1,150,45.6,1.5,3
7583,14298,4,1,41026,0,145,54.3,2,3
7626,14999,3,1,9588,0,145,60.1,2,3
7634,17825,3,1,13000,0,145,54.3,2,3
7643,13650,5,1,38500,0,145,54.3,2,3
7655,14291,4,1,31177,0,145,54.3,2,3
7663,17000,3,1,20612,0,145,54.3,2,3
7666,17500,3,1,15628,0,145,60.1,2,3
7668,19999,2,1,13000,0,145,60.1,2,3
7674,19999,2,1,20042,0,145,60.1,2,3
7678,18500,1,1,5286,1,145,39.2,1.5,3
7679,16000,4,1,8729,0,145,54.3,2,3
7680,15500,3,1,17003,0,145,54.3,2,3
7683,22500,1,1,2514,0,145,39.2,2,3
7710,19499,2,1,18000,0,145,60.1,2,3
7720,19498,1,1,9503,1,145,39.2,1.5,3
7721,13998,3,1,32125,0,125,60.1,2,3
7722,14498,4,0,11500,1,235,38.2,1.5,3
7742,22499,1,1,1841,1,145,35.3,1.5,3
7744,17499,3,1,20751,0,145,54.3,2,3
7747,16497,3,1,12945,0,145,54.3,2,3
7749,16999,3,1,27246,0,145,54.3,2,3
7766,14990,3,1,21730,0,145,60.1,2,3
7796,18597,1,1,5232,0,145,47.9,2,3
7806,17000,2,1,14853,0,145,60.1,2,3
7840,10498,5,1,81621,0,145,54.3,2,3
7890,19500,1,1,19026,0,145,47.9,2,3
7930,20847,1,1,8526,0,145,47.9,2,3
7939,16498,3,0,8175,1,150,38.2,1.5,3
7974,12591,4,1,22437,0,125,60.1,2,3
7985,19998,1,0,10505,1,150,28.8,1.5,3
7991,12300,5,1,40264,0,125,60.1,2,3
8000,20847,1,1,10233,0,145,47.9,2,3
8001,20447,1,1,8605,0,145,47.9,2,3
8002,20847,1,1,6925,0,145,47.9,2,3
8003,20847,1,1,1915,0,145,47.9,2,3
8004,13000,3,1,23095,1,165,45.6,1.5,3
8013,9498,7,1,58334,0,145,53.3,2,3
8018,19800,1,1,8496,0,145,45.6,1.5,3
8021,17500,3,1,16391,0,145,60.1,2,3
8024,17400,2,1,6063,0,145,47.9,2,3
8028,13155,3,1,41082,0,125,60.1,2,3
8030,15500,3,1,15000,0,145,60.1,2,3
8037,14600,3,1,18533,0,145,54.3,2,3
8038,17700,2,1,16616,0,145,60.1,2,3
8046,15900,3,1,15557,0,145,60.1,2,3
8060,18600,2,1,12947,0,145,60.1,2,3
8062,16900,1,1,16324,0,145,47.9,2,3
8074,18900,2,1,9435,0,145,54.3,1.5,3
8083,14900,3,1,8805,1,145,45.6,1.5,3
8084,19900,2,1,12548,0,145,47.9,2,3
8096,19400,2,1,9817,0,145,47.9,2,3
8097,17300,2,1,9127,0,145,47.9,2,3
8099,19400,2,1,6837,0,145,47.9,2,3
8130,21995,1,1,5590,0,145,47.9,2,3
8133,17900,1,1,6285,1,145,34.4,1.5,3
8154,17900,1,1,12812,0,145,47.9,2,3
8159,16500,3,1,13732,1,150,45.6,1.5,3
8161,20000,1,1,3547,1,150,35.3,1.5,3
8162,17300,3,1,10871,0,125,60.1,2,3
8163,17000,3,1,4825,1,150,45.6,1.5,3
8165,11000,4,1,57740,0,125,60.1,2,3
8167,11111,4,1,37936,0,125,60.1,2,3
8173,14995,3,1,18387,0,145,54.3,2,3
8175,18495,2,1,8103,0,145,47.9,2,3
8177,12995,4,1,29893,0,125,60.1,2,3
8179,13995,3,1,21590,0,150,60.1,2,3
8210,17000,3,1,28073,0,145,60.1,2,3
8211,14450,2,1,21604,0,145,64.2,1.5,3
8215,14750,2,1,22984,0,145,64.2,1.5,3
8216,13100,3,1,5688,1,160,45.6,1.5,3
8217,14200,3,1,36944,0,145,64.2,1.5,3
8221,9999,6,1,44951,0,150,53.3,2,3
8225,12500,4,1,24435,1,160,45.6,1.5,3
8234,16050,3,1,25370,0,145,60.1,2,3
8283,15499,4,1,7588,0,125,60.1,2,3
8289,18999,1,1,9300,0,145,38.2,2,3
8309,17999,3,1,13222,0,125,60.1,2,3
8317,15999,3,1,49455,0,145,54.3,2,3
8319,17999,2,1,6556,1,145,39.2,1.5,3
8329,16499,2,1,6687,0,145,54.3,1.5,3
8332,18999,3,1,15517,0,145,60.1,2,3
8342,17500,2,1,12540,0,145,47.9,2,3
8344,17050,2,1,11950,1,145,39.2,1.5,3
8357,29495,3,1,13988,0,145,64.2,1.5,3
8359,15549,3,1,13786,0,145,60.1,2,3
8361,14999,3,1,20000,0,145,60.1,2,3
8413,14299,3,1,23397,0,30,64.2,1.5,3
8421,12499,3,1,27611,0,30,64.2,1.5,3
8440,14000,2,1,35548,0,150,64.2,1.5,3
8446,14719,3,1,22212,0,145,60.1,2,3
8480,14995,3,1,26097,0,150,64.2,1.5,3
8482,14995,3,1,14059,0,30,64.2,1.5,3
8501,14450,3,0,13450,1,145,38.2,1.5,3
8513,21790,1,1,11567,0,145,37.7,2,3
8515,19890,1,1,8500,0,145,47.9,2,3
8516,19460,1,1,13850,0,145,47.9,2,3
8517,19450,1,1,14010,0,145,47.9,2,3
8518,17500,1,1,28957,0,145,47.9,2,3
8519,19560,1,1,11028,0,145,47.9,2,3
8548,20700,1,1,12501,0,145,39.2,2,3
8549,14020,3,1,18213,0,145,60.1,2,3
8557,18800,1,1,8837,0,145,47.9,2,3
8569,10497,6,1,43068,0,145,53.3,2,3
8572,16065,3,1,11087,0,125,60.1,2,3
8575,8725,5,1,73506,0,125,60.1,2,3
8587,11890,3,1,29678,0,145,54.3,2,3
8599,15300,3,1,27256,0,125,60.1,2,3
8600,14990,3,1,31598,0,150,60.1,2,3
8608,15575,3,1,19794,0,125,60.1,2,3
8610,14545,3,1,32813,0,125,60.1,2,3
8612,14990,3,1,32717,1,160,45.6,1.5,3
8613,15300,3,1,24477,0,125,60.1,2,3
8618,16991,2,1,15956,0,145,64.2,1.5,3
8624,14290,3,1,23444,0,145,64.2,1.5,3
8632,15000,2,1,17119,0,150,64.2,1.5,3
8634,15990,2,1,17105,0,150,47.9,2,3
8652,18500,1,1,5787,0,150,54.3,1.5,3
8666,15290,4,1,26543,0,145,54.3,2,3
8695,19500,1,1,4596,0,145,54.3,1.5,3
8706,10500,4,1,40016,0,125,60.1,2,3
8711,15500,3,1,13240,0,150,60.1,2,3
8720,16500,3,1,30190,0,150,60.1,2,3
8721,18200,3,1,15210,0,150,54.3,2,3
8727,18500,1,1,8913,1,145,35.3,1.5,3
8730,18200,2,1,21930,1,150,39.2,1.5,3
8753,16300,3,1,15883,0,145,60.1,2,3
8777,19000,3,1,17501,0,145,60.1,2,3
8779,19499,2,1,24297,0,145,54.3,2,3
8785,18400,2,1,9929,0,150,54.3,1.5,3
8812,17000,3,1,15555,0,145,54.3,2,3
8843,23995,1,0,400,0,145,47.9,2,3
8890,17995,3,1,12995,0,145,60.1,2,3
8907,16200,2,1,15408,0,150,60.1,2,3
8946,14900,3,1,21419,0,145,60.1,2,3
8947,17100,2,1,13843,1,145,45.6,1.5,3
8985,11978,5,1,64494,0,145,54.3,2,3
9006,20400,1,1,1996,0,145,47.9,2,3
9008,17500,1,1,18256,0,145,38.2,2,3
9026,21000,1,0,8897,1,150,29.1,1.5,3
9027,9600,6,1,40608,0,150,53.3,2,3
9028,15750,3,1,21878,0,145,54.3,2,3
9044,16000,2,1,12690,0,150,54.3,1.5,3
9064,20000,1,1,8714,0,145,54.3,1.5,3
9065,21000,2,1,1712,0,145,54.3,1.5,3
9090,15795,2,1,17219,0,150,60.1,2,3
9092,14995,4,1,40136,0,145,54.3,2,3
9126,21600,1,0,2492,1,145,29.4,1.5,3
9127,19500,2,1,19562,0,150,54.3,2,3
9152,16495,2,1,30004,0,145,60.1,2,3
9160,10000,5,1,42602,0,125,60.1,2,3
9171,12250,3,1,46929,0,30,64.2,1.5,3
9172,12800,4,1,24470,0,150,54.3,2,3
9176,23995,1,1,3268,1,145,39.2,1.5,3
9197,13900,3,1,39237,0,125,60.1,2,3
9258,20000,1,1,6329,1,150,35.3,1.5,3
9268,14980,3,1,14590,0,145,60.1,2,3
9307,20995,1,1,12000,0,145,39.2,2,3
9310,20995,1,1,12000,0,145,39.2,2,3
9316,19500,1,1,1428,0,145,54.3,1.5,3
9321,17500,2,1,12125,0,145,54.3,1.5,3
9344,13995,3,1,30000,0,150,60.1,2,3
9349,15999,3,0,11560,1,145,38.2,1.5,3
9361,18995,1,1,16250,1,145,35.3,1.5,3
9363,19495,1,1,10500,0,145,38.2,2,3
9376,18695,1,1,12000,1,145,39.2,1.5,3
9388,19900,2,1,4205,1,145,39.2,1.5,3
9392,20700,1,1,11337,1,145,35.3,1.5,3
9406,19595,1,1,14294,1,145,39.2,1.5,3
9431,16900,2,1,32155,0,145,60.1,2,3
9445,21000,1,1,6008,1,145,35.3,1.5,3
9460,21500,1,1,5071,0,145,39.2,2,3
9464,16000,2,1,8483,0,145,60.1,2,3
9466,23551,1,1,3500,0,150,37.7,2,3
9470,14700,3,1,9185,0,145,60.1,2,3
9475,18500,1,1,1956,0,145,38.2,2,3
9500,18600,1,1,4343,1,145,34.4,1.5,3
9502,15991,2,1,10924,1,145,39.2,1.5,3
9520,18992,1,1,1300,0,145,38.2,2,3
9523,16250,3,1,20708,0,145,54.3,2,3
9531,23700,1,1,5345,0,145,37.7,2,3
9538,11250,3,1,41147,0,30,64.2,1.5,3
9545,17000,2,1,12100,0,145,54.3,1.5,3
9546,23500,1,0,2444,1,145,29.1,1.5,3
9554,15500,3,1,9210,0,145,60.1,2,3
9563,15225,4,0,24653,1,235,38.2,1.5,3
9576,20900,1,1,3000,1,150,35.3,1.5,3
9599,16500,2,1,15910,0,145,60.1,2,3
9610,14000,4,1,36825,0,145,54.3,2,3
9621,14800,3,1,22992,0,145,60.1,2,3
9637,16000,2,1,13898,0,145,60.1,2,3
9690,12600,4,1,21866,0,145,54.3,2,3
9713,20500,1,1,1005,0,150,38.2,2,3
9728,19750,1,1,13695,0,145,47.9,2,3
9731,15500,3,1,20949,0,145,64.2,1.5,3
9741,16250,3,1,13193,0,145,60.1,2,3
9759,16540,3,1,16490,1,145,45.6,1.5,3
9763,13890,5,1,30500,0,145,54.3,2,3
9774,18400,2,1,11500,0,145,54.3,1.5,3
9783,13490,4,0,25100,1,235,38.2,1.5,3
9786,20490,1,0,7500,1,145,31,1.5,3
9802,15265,3,1,19333,0,145,54.3,2,3
9803,15265,3,1,19333,0,145,54.3,2,3
9804,13695,5,1,30466,0,145,54.3,2,3
9823,17995,2,1,12660,0,145,54.3,1.5,3
9825,19795,2,1,16112,0,150,39.2,2,3
9828,15995,3,1,11156,0,150,54.3,2,3
9847,20000,1,1,1801,0,145,38.2,2,3
9872,11495,5,1,67709,0,145,54.3,2,3
9879,15975,4,0,24300,1,235,38.2,1.5,3
9887,16400,3,1,18487,0,125,60.1,2,3
9894,17475,3,1,33800,0,145,54.3,2,3
9905,16050,3,1,25370,0,145,60.1,2,3
9921,19995,1,1,17522,0,145,47.9,2,3
9923,14795,3,1,20409,1,145,45.6,1.5,3
9934,13995,3,1,28978,0,145,60.1,2,3
9954,15975,4,0,24300,1,235,38.2,1.5,3
9962,10995,4,1,28419,0,125,60.1,2,3
9964,16795,2,1,19211,0,145,64.2,1.5,3
9966,15495,3,1,14565,0,150,64.2,1.5,3
9970,16995,2,1,22770,1,150,45.6,1.5,3
9976,12735,3,1,41600,0,150,60.1,2,3
9981,17995,2,1,12660,0,145,54.3,1.5,3
9988,14995,3,1,40526,0,125,60.1,2,3
10007,14495,3,1,28056,0,145,60.1,2,3
10021,16295,3,1,26789,0,150,60.1,2,3
10024,13595,3,1,41907,0,150,60.1,2,3
10025,14795,3,1,25570,0,150,60.1,2,3
10028,19795,2,1,16112,0,150,39.2,2,3
10037,12800,4,1,25617,0,125,60.1,2,3
10041,15400,2,1,16134,0,150,60.1,2,3
10060,13500,3,1,23332,0,150,64.2,1.5,3
10063,14785,3,1,35972,0,150,60.1,2,3
10065,11850,5,1,30010,0,150,54.3,2,3
10068,21600,1,0,2492,1,150,29.4,1.5,3
10071,16995,3,1,35966,0,145,54.3,2,3
10073,17295,2,1,24814,0,145,60.1,2,3
10074,15495,2,1,20595,0,145,54.3,2,3
10103,15295,3,1,11559,0,150,60.1,2,3
10104,18695,1,1,6308,0,150,38.2,2,3
10106,19995,1,1,2790,1,150,35.3,1.5,3
10122,15999,3,1,19718,0,145,60.1,2,3
10123,16295,3,1,24000,0,150,60.1,2,3
10125,15495,3,1,20495,0,150,60.1,2,3
10126,16395,3,1,24759,0,150,64.2,1.5,3
10136,19795,1,1,12963,0,145,39.2,2,3
10138,17399,2,1,11447,0,145,54.3,2,3
10140,13699,5,1,45180,0,145,54.3,2,3
10141,14299,3,1,21469,0,30,64.2,1.5,3
10143,16399,3,1,17921,1,145,45.6,1.5,3
10156,17995,3,1,32030,0,145,54.3,2,3
10162,9499,5,1,67947,0,125,60.1,2,3
10167,14199,2,0,24694,0,145,58.9,1.5,3
10168,15699,4,1,22705,0,125,60.1,2,3
10186,14000,3,0,14722,1,235,38.2,1.5,3
10196,18491,2,1,28694,0,150,39.2,2,3
10205,16490,3,0,12812,1,235,38.2,1.5,3
10206,15500,3,1,21394,0,145,60.1,2,3
10215,13250,5,1,32748,0,145,54.3,2,3
10217,18491,3,0,24801,0,145,54.3,2,3
10224,16222,2,1,17036,0,145,60.1,2,3
10244,21222,1,1,9000,0,145,39.2,2,3
10253,19000,2,1,17011,0,145,54.3,2,3
10270,16789,2,1,26956,1,145,45.6,1.5,3
10272,16222,2,1,17036,0,145,60.1,2,3
10307,16507,3,1,21184,0,145,54.3,2,3
10312,21970,1,1,9455,0,145,47.9,2,3
10323,17991,1,1,151,0,145,38.2,2,3
10363,11999,5,1,52645,0,145,54.3,2,3
10390,21200,1,0,7858,0,145,38.7,2,3
10402,17995,3,1,13230,0,145,54.3,2,3
10405,13711,3,1,21827,0,125,60.1,2,3
10407,20295,2,0,2833,1,145,38.2,1.5,3
10409,10790,5,1,33263,0,125,60.1,2,3
10424,16198,2,1,24869,0,145,64.2,1.5,3
10431,16817,2,1,6360,1,145,39.2,1.5,3
10433,20000,2,1,15822,0,145,54.3,2,3
10441,17990,1,1,11000,1,145,35.3,1.5,3
10449,17950,2,1,19500,0,145,47.9,2,3
10457,16110,3,1,29145,0,145,54.3,2,3
10464,14130,3,1,14716,0,125,60.1,2,3
10467,23760,1,1,7962,0,145,37.7,2,3
10469,12740,4,1,36215,0,125,60.1,2,3
10482,20479,1,1,4953,1,145,35.3,1.5,3
10484,18479,1,1,10766,0,145,38.2,2,3
10486,9979,5,1,36066,0,125,60.1,2,3
10490,14730,3,1,31427,0,125,60.1,2,3
10493,9750,6,1,48509,0,205,47.9,2,3
10495,13995,3,1,34960,0,125,60.1,2,3
10517,19610,1,1,9863,0,145,47.9,2,3
10519,13210,3,1,33412,0,145,64.2,1.5,3
10520,16479,2,1,16349,1,145,45.6,1.5,3
